Crazy Heart,Jeff Bridges; Robert Duvall,,Romantic Drama; alcoholic country singer
Crazy joe,Peter Boyle,,Drama; Mafia
Crimes and Misdemeanors,Jerry Auerbach,Woody Allen,Murder - Affairs
Crimson Tide,Densel Washington; Gene Hackman,,Drama; Submarine
Crocodile Dundee,Paul Hogan,,Comedy; Australia
Crouching Tiger Hidden Dragon,,,Drama; Authentic China with subtitles
Crying Game,Forrest Whitaker,,Drama; Irish Republican Army
Curious Case of Benjamin Button,Brad Pitt; Cate Blanchett,David Flincher,Drama; Reverse Aging
D.O.A.,Dennis Quaid; Meg Ryan,,Murder Mystery
Dallas Cowboy Cheerleaders,Bucky Dent,,
Damnation Alley,George Peppard,,Drama; Nuclear War
Dances With Wolves,Kevin Costner,Kevin Costner,Western
Dangerous Method,Keira Knightley; Viggo Mortgenson,,Drama; Sigmund Freud and Other shrinks
Dangerous Minds,Michelle Pfeiffer,,Drama; Inner City High School
Dark Knight,Gary Oldman; Christian Bale; Heath Ledger; Michael Caine; Morgan Freeman; Aaron Eckert,,Batman
Dark Knight Rises,Christian Bale; Anne Hathaway; Morgan Freeman; Michael Caine; Matthew Modine; Gary Oldman,,Batman
Darkman,,,Comic Book
Dave,Kevin Kline,,Comedy; President
DaVinci Code,Tom Hanks,,Religious Mystery
Day After,,,
Day at The Races,Marx Brothers; Maureen O'Sullivan; Margaret Dumont,Sam Wood,Comedy
Day of the Dolphin,George C. Scott,,Drama; Dolphins
Day of the Wolves,,,Drama; Burglary
Day the Earth Stood Still,,,Science Fiction
Days of Thunder,Tom Cruise; Patrick Swayze,,Drama; Auto Racing
Dead Again,,,Suspense
Dead Men Don't Wear Plaid,Steve Martin; Rachel Ward,,Comedy
Dead Poets Society,Robin Williams,,Drama; Boys School
Dead Pool,Clint Eastwood,,Dirty Harry
Death on the Nile,David Niven; Peter Ustinov,,Hercule Poirot Mystery by Agatha Christie
Death Wish,Charles Bronson,,Drama; Vigilante
Death Wish 4,Charles Bronson,,Drama; Vigilante
Death Wish II,Chrales Bronson; Jill Ireland; Vincent Gardenia; J D Cannon; Laurence Fishburne,Michael Winner,Drama; Vigilante
Deep,Robert Shaw; Jacqueline Bisset,,Drama; Scuba Diving
Deep Throat,Linda Lovelace; Harry Reems,,
DeerHunter,Robert De Niro; Christopher Walken; John Cazale; Meryl Streep; John Savage,MIchael Cimino,Drama; Vietnam/Friends/Depression
Defenseless,Barbara Hershey,,Drama; Law
Deliberate Intent,Timothy Hutton,,Law Drama
Delicate Delinquent,Jerry Lewis,,Comedy
Deliverance,Jon Voight; Burt Reynolds,,Drama; Wilderness
Delta Heat,Anthony Edwards; Lance Henrikson,,Police Drama
Departed,Mark Wahlberg; Matt Damon; Leonardo Decaprio; Martin Sheen; Alec Baldwin; Jack Nicholson,Martin Scorcese,Drama; Rhode Island Mafia & cops
Derailed,Clive Owen; Jennifer Aniston,,Suspense; Scams and Fatal Attraction
Desk Set,Katherine Hepburn; Spencer Tracy,,Computers in the Office
Desperately Seeking Susan,Rosanna Arquette; Madonna,,Comedy; Hippies
Deuce Bigalow: Male Gigolo,Rob Schneider,,Comedy
Devil's Advocate,Al Pacino; Keanu Reeves; Charlize Theron; Jeffrey Jones,,Romantic Drama; Lawyers and The Devil
Diamond Men,Donnie Wahlberg,,Drama; Unemployment/Salesmen/Hookers
Diamonds are Forever,Sean Connery,Brocolli & Saltzman,James Bond
Dick Tracy,Warren Beatty; Madonna; Dustin Hoffman; Al Pacino,,
Die Another Day,Pierce Brosnan; Halle Barry; Judi Dench; John Cleese,Albert Broccoli,James Bond
Die Hard,Bruce Willis,,Disaster Thriller
Die Hard: Die Harder,Bruce Willis,,Disaster Thriller
Die Hard: With a Vengeance,Bruce Willis,,Disaster Thriller
Diner,Steve Guttenberg; Daniel Stern; Kevin Bacon; Timothy Daly; Ellen Barken; Mickey Rourke; MIchael Tucker,Barry Levinson,Drama; College Boys
Dirty Dancing,Patrick Swayze; Jennifer Grey; Jerry Auerbach,,Drama; Dancing vacation catskills
Dirty Dancing- Havana Nights,Patrick Swayze,,Drama; Dancing in Cuba
Dirty Harry,Clint Eastwood; Andy Robinson,Don Siegel,Police Drama
Dirty Pretty Things,,,Mystery
Dirty Rotten Scoundrels,Michael Caine,,Comedy
Dirty Wars,Jay Leno; Bill Maher; Barack Obama; Rachel Madden,,Documentary; innocent bystanders in war on terror
Disclosure,Demi Moore; Michael Douglas; Donald Sutherland,Michael Crichton,Drama; Sexual Harassment
Disorderly Orderly,Jerry Lewis,,Comedy
Disorganized Crime,,,Comedy
Distant Trumpet,,,
Distinguished Gentleman,Eddie Murphy,,Comedy; Politics
District 9,,,Science Fiction
Divergent,Ashley Judd; Kate Winslet,,Science Fiction
Django Unchained,Chris Waltz; Jamie Foxx; Leonardo DeCaprio; Samuel Jackson; Kerry Washington,Quentin Tarantino,Western; Slavery
Doc Hollywood,Michael J. Fox,,Comedy
Dog Day Afternoon,Al Pacino,,Drama; Bank Robbery
Dogma,Ben Affleck; Matt Damon; Bud Cort; Linda Flourentino,,Comedy; Angels & Devils
Dogs of War,Christopher Walken; Tom Berenger; Jo Beth Williams,Frederick Forsyth,Drama; CIA and Govt. Coup
Don Jon,Scarlett Johansen; Julianne Moore; Tony Danza,,Romantic Comedy; Porn addict
Don Juan DeMarco,Johnny Depp; Marlon Brando,,Romantic Drama
Donnie Brasko,Johnny Depp; Al Pacino,,NY Mafia - FBI
Down With Love,Ewen MacGregor; Renee Zellweger,,Romantic Comedy
Dr. DoLittle,Rex Harrison; Robert Attenborough; Samantha Eggar; Anthony Newley,,Musical; Animal doctor and communicator
Dr. No,Sean Connery; Ursula Andress; Joseph Wiseman; Jack Lord,Broccoli & Saltzman,James Bond
Dr. Zhivago,Omar Sharif; Julie Christie,,Adventure; Russian Romance War
Dracula,Gary Oldman; Keanu Reeves; Anthony Hopkins; Winona Ryder,,Horror
Dragnet,Jack Webb; Ben Alexander; Richard Boone; Ann Robinson,Jack Webb,Crime Drama
Dragnet,Season 1; Disk 1.  Jack Webb; Harry Morgan,,Police Drama
Dragnet,Dan Aykroyd; Tom Hanks; Harry Morgan; Ricardo Montalban,,
Dragon: Bruce Lee Story,,,Drama; Karate
Dreamgirls,Beyonce Knowles; Jennifer Hudson; Jamie Foxx; Danny Glover; Eddie Murphy; John Lithgow,,Musical; cut throat music industry
Drug Wars: Camarena Story,Craig T. Nelson; Treat Williams; Bernicio Del Toro,Michael Mann,Drama; drugs & DEA in Mexico
Duchess & Dirtwater Fox,George Segal; Goldie Hawn,,Comedy
Ducksoup,Marx Brothers,,Comedy
Dumb and Dumber,Jim Carey; Jeff Daniels,,Comedy
Dumb and Dumber To,Jim Carey; Jeff Daniels; Kathleen Turner,,Comedy
Dune,Kyle McLaughlin; Max Von Sydow; Linda Hunt; Patrick Stewart,,Science Fiction
Duplicity,Clive Owen; Julia Roberts; Tom Wilkinson,,Comedy; CIA agents and stealing Corporate secrets
Eagle Eye,Shia LaBeouf; Michelle Monaghan; Rosario Dawson; Billy Bob Thornton,,Action; terrorist hackers
Eagle Has Landed,,,WW II
Earthquake,Charleton Heston,,Disaster
Ed Wood,Johnny Depp; Martin Landau; Bill Murray; Patricia Arquette; Sarah Jessica Parker; Max Casalla,Tim Burton,True Story;  Worst Filmmaker
Eddie & The Cruisers,Michael Pare; Tom Berenger,,Drama; Rock N Roll
Eddie and The Cruisers- Part II,Michael Pare; Larry King; Bo Diddly,,Musical Drama
Edge,Anthony Hopkins; Alec Baldwin; Elle McPherson,,Alaska Adventure
Edge of 17,Woody Harrelson; Kyra Sedgwick,,Teen Romantic Comedy/Drama
Edward Scissorhands,Johnny Depp; Alan Arkin,,Science Fiction
Eiger Sanction,Clint Eastwood; George Kennedy,,Mystery; Spies Mtn. Climbing
Eight Heads in a Duffel Bag,Joe Pesci; David Spade; Kristi Swanson; Dyan Cannon; George Hamilton,,Comedy; Hit Man
Eight Men Out,,,Drama; Baseball Black Sox Scandal
Eight Mile,Eminem; Kim Basinger; Brittany Murphy,,Drama; Detroit ghettos and rap music
El Dorado,John Wayne,,Western
Ellery Queen:  Complete Series- Disk 1,John Hutton; David Wayne; JoAnne Collins; Don Ameche; Ray Walston; Ida Lupino,,Mystery
Embryo,Rock Hudson,,Science Fiction
Empire Strikes Back,Marc Hamill; Harrison Ford; Carrie Fisher,George Lucas,Science Fiction; Star Wars
Empire: Two Worlds Collide,John Leguizamo; Denise Richards,,Drama; drug dealers/white collar scams
Empty Cradle,Kate Jackson,,Baby Kidnapping
Enchanted,Patrick Dempsey; Susan Sarandon,,Musical; fairy tale spoof
Encino Man,Brendan Fraser; Pauly Shore; Megan Ward,,Comedy; High School/Caveman
End of Days,Arnold Schwarzeneggar,,Suspense; Cops & Religious Killings
Endangered Species,,,
Enemy Mine,,,Science Fiction
Enemy of The State,Will Smith; Lisa Bonet; Gene Hackman; Jon Voight,,Govt Assasins - gangsters
Enforcer,Clint Eastwood,,Drama; Cops - Dirty Harry
Entrapment,Sean Connery; Catherine Zeta Jones,,Drama; Professional thieves
Equalizer,Denzel Washington; Bill Pullman,,Crime Drama; Russian mafia and FBI agent
Erin Brokovich,Julia Roberts,,Law Drama
Errand Boy,Jerry Lewis; Brian Denlevy,Jerry Lewis,Comedy; Hollywood Errand Boy
Escape From Alcatraz,Clint Eastwood,,Prizon Escape Drama
Escape From New York,Kurt Russell; John Van Cleef; Ernest Borgnine; Isaac Hayes; Harry Dean Stanton,John Carpenter,Science Fiction
ET,Drew Barrymore,Steven Spielberg,Science Fiction
Eternal Sunshine of The Spotless Mind,Jim Carey; Kate Winslet; Mark Ruffalo; Kirsten Dunst; Tom Wilkinson; Elijah Wood,,Romantic Drama; Erasing bad memories thru surgery
Eurotrip,Lucy Lawless,,Romantic Comedy; Europe
Europa Report,,,Science Fiction
Every Which Way but Loose,Clint Eastwood; Sandra Locke,,Street Fighting
Every Which Way You Can ,Clint Eastwood;  Sandra Locke,,Street Fighting - Chimpanzee
Everybody Wants Some,,,Comedy; College Baseball Team
Everybody's All American,Dennis Quiad; Timothy Hutton,,Drama; Football; Romance
Everything you always wanted to Know About Sex,Woody Allen; Burt Reynolds; Tony Randall; Diane Keaton; Gene Wilder,Woody Allen,Comedy
Evil That Men Do,,,
Executive Action,,,JFK Assasination
Exit to Eden,Dan Aykroyd; Rosie O'Donnell,,Comedy; S & M
Exorcist,Linda Blair,,Horror
Eye in the Sky,Alan Rickman,,Drama; Spying on terrorists in Kenya
Eyes Wide Shut,Tom Cruise; Nicole Kidman; Sydney Pollack,Stanley Kubrick,Romantic Drama; Orgy/Death/Surrealism
F/X,Brian Dennehy,,Drama; Mafia; Special Effects
Face on the Milk Carton,Jill Clayburgh,,Drama; kidnapping and family life
Factotum,Matt Dillon; Lili Taylor; Marisa Tomei,,Drama; Alcoholic writer
Fading Gigolo,Woody Allen; John Turtorro; Sharon Stone,John Turturro,Drama; Gigolo
Fahrenheit 451,,,Science Fiction; Ray Bradbury
Fahrenheit 911,,Michael Moore,Documentary; Bush Presidency
Fair Game,Cindy Crawford; William Baldwin,,Action; Russian Mafia
Fair Game,Sean Penn; Naomi Watts; Sam Shephard,,Drama; CIA Agent leak (Valerie Plame)
Falcon and The Snowman,Sean Penn; Timothy Hutton,,Drama; Spies
Falling Down,Michael Douglas,,Drama; Unemployment
Fame,Irene Cara,,Drama; Musical Dance School
Family Plot,,Alfred Hitchcock,Comedy
Fantasia 2000,,,Disney Animation
Fantasy Island,Season 1; Disk 1.  Ricardo Montalban; Herver Villechaise,,
Fantasy Island,Season 1; Disk 2.  Ricardo Montalban; Herver Villechaise,,
Fantasy Island,Season 1; Disk 3,,
Fantasy Island,Season 1; Disk 4,,
Far side of Jericho,,,Western
Farewell- My Lovely,Robert Mitchum,,Detective Philip Marlowe by Raymond Chandler
Fargo,Francis McDermott; William H. Macy,,True story; about Wife Kidnapping
Fast and The Furious,Van Diesel,,Drama; drag racing
Fast Times at Ridgmont High,Sean Penn; Jennifer Jason Leigh; Phoebe Cates,,Comedy; High School
Fatal Attraction,Michael Douglas; Anne Archer; Glenn Close,,Suspense; One night stand
Father of The Bride,Steve Martin,,Comedy
Father of The Bride II,Steve Martin; Martin Short,,Comedy
Favorite Deadly Sins,Andrew Dice Clay; Joe Montegna; Denis Leary,Denis Leary; National Lampoon,Comedy; Emotions and pitfalls
FBI Story,James Stewart; Vera Miles,,Drama & Documentary
Fear City,Tom Berenger; Billy Dee Williams,,Drama; Strip Joint
Ferris Beuller's Day Off,Matthew Broderick; Jennifer Gray; Charlie Sheen,John Hughes,Comedy
Fever Pitch,Drew Barrymore; JoBeth Williams; James Sikking,,Baseball Comedy
Few Good Men,Tom Cruise; Demi Moore; Kevin Pollock; Kevin Bacon; Jack Nicholson; JT Walsh; Keifer Sutherland; Cuba Gooding Jr.,,Legal Drama; Marines
Fiddler On The Roof,Zero Mostel,,Drama; Musical Russia AntiSemitism
Field of Dreams,Kevin Costner; James Earl Jones; Ray Liotta,,Drama; Baseball
Fifteen Minutes,Robert De Niro; Edward Burns,,Crime drama; Insane Killer
Fifth Element,Bruce Willis; Luke Perry,,Science Fiction
Fifty-Two Pickup,Roy Schneider; James Woods,,Mafia - Action x-rated movies
Fight Club,Edward Norton; Brad Pitt,,Drama; Sociopathic Fighters/Terrorists
Final Analysis,Kim Basinger,,Drama; Fatal Attraction
Finding Dory,Ellen DeGeneras; Albert Brooks; Sigourney Weaver,,Disney Animation
Finding Nemo,Albert Brooks; Ellen DeGeneras; Elizabeth Perkins; William DaFoe,,Disney Animation
Finding Neverland,Johnny Depp; Julie Christie; Kate Winslet,,British Family Drama
Firefox,Clint Eastwood,,Russia - Aviation
Firewall,Harrison Ford,,Drama; Kidnapping and Bank Robbery
Firm,Tom Cruise; Ed Harris; Gene Hackman; Wilford Brimsley,,Drama; Lawyers & Mafia.  John Grisholm
First Family,Bob Newhart; Gilda Radnor,,Comedy; White House
Fish Called Wanda,Jamie Lee Curtis; Kevin Kline,,Comedy
Five Card Stud,Dean Martin; Robert Mitchum; Roddy McDowell,,Western
Flags of Our Fathers,Ryan Philippe; Adam Beach; Barry Pepper,Clint Eastwood,Drama; WW II - IWO Jima and the Japanese
Flaming Feathers,Barbara Rush; Sterling Hayden,,Western
Flamingo Kid,Richard Crenna; Matt Dillon; Janet Jones,,Drama; Gambling Summer Vacation
Flashdance,Jennifer Beals,,Romantic Drama; dancing
Flatliners,Julia Roberts; Kevin Bacon; Keifer Sutherland; Oliver Platt; William Baldwin,Joel Schumacher,Psycho drama; medical students - afterlife
Flight,Denzel Washington; John Goodman; ,Richard Zemeckis,Drama; plane crash
Flintstones,John Goodman; Elizabeth Perkins; Rosie O'Donnel; Rick Moranis; Kyle McLaughlin,,Comedy
Flintstones:  Viva Rock Vegas,Stephen Baldwin; Joan Collins,,Fantasy
FM,Martin Mull,,Drama; Radio Station
Fools Rush In,Matthew Perry,,Romantic Comedy
Footloose,Lori Singer; Kevin Bacon; Christopher Penn,,Dancing
For a Few Dollars More,Clint Eastwood,,Western
For Love or Money,Michael J. Fox; Michael Tucker,,Romantic comedy
For Pete's Sake,Barbara Steisand,,Comedy
For The Love of The Game,Kevin Costner; Kelly Preston,,Drama; romance baseball
For Your Eyes Only,Roger Moore,Broccoli & Saltzman,James Bond
Forbidden Games,,,Detective heavy sex 
Forbidden Planet,,,Science Fiction
Ford Fairlane,Andrew Dice Clay,,Comedy
Forever Young,,,
Forgotten,Julianne Moore; Gary Sinise,,Science Fiction Scary
Forrest Gump,Tom Hanks; Sally Fields,Robert Zemeckis,Drama; Retarded but successful
Forty Days & Forty Nights,Josh Hartnett; Mary Gross,,Romantic comedy
Forty eight hours,Nick Nolte; Eddie Murphy,,Cops - Action
Foul Play,George Segal; Goldie Hawn,,Comedy
Four Weddings and a Funeral,Andie McDowell; Hugh Grant,,Romantic comedy
Fourth Kind,,,Science Fiction
Fracture,Anthony Hopkins; Ryan Gosling,,Legal Drama
Frankie & Johnnie,Al Pacino; Michelle Pfeiffer,,Drama; Romance
Frantic,Harrison Ford,,Drama; Hitchcock style
French Connection,Gene Hackman,,Cops - Action Drugs
French Connection II,Gene Hackman,,Action; Cops Drugs
French Kiss,Meg Ryan; Kevin Kline; Timothy Hutton,,Comedy; Romance
Frenzy,,Alfred Hitchcock,Mystery
Frequency,Dennis Quaid,,Drama; Ghosts Fantasy
Friends With Benefits,Justin Timberlake; Woody Harrelson,,Romantic Comedy
Frisco Kid,Gene Wilder; Harrison Ford,Robert Altman,Western; Orthodox Rabbi
From Noon til Three,Charles Bronson; Jill Ireland,,Western
From Russia With Love,Sean Connery,Broccoli & Saltzman,James Bond
Front Page,Jack Lemmon,,Comedy; Neil Simon; 30s
Frost/Nixon,Sam Rockwell; Frank Langello. MIchael Sheen. Oliver Platt; Kevin Bacon,Ron Howard,Drama; Nixon/Frost interviews
Frozen,Kristen Bell; Jennifer Lee,Jennifer Lee,Animation; derived from Snow Queen
Fugitive,Harrison Ford,,Based on TV Series
Full Metal Jacket,Matthew Modine; Vincent D'Onofrio; Lee Ermey; John Stafford,Stanley Kubrick,Marines in the Vietnam War
Fun With Dick & Jane,George Segal; Goldie Hawn,,Comedy
Fun With Dick & Jane,Jim Carrey; Alec Baldwin; Teo Leoni,,Comedy; Corporate Scandals
Funny Girl,Barbara Steisand,,Drama; Romance
Fury,Brad Pitt; Michael Pena; Scott Eastwood,,War Drama; WWII
FutureWorld,Peter Fonda,,Science Fiction
Gambler,Mark Wahlberg; Jessica Lange; John Goodman; Richard Schiff; George Kennedy,,Drama; Professor/Writer/Gambler
Gambler,James Caan,,Drama
Game,Michael Douglas; Sean Penn,,Drama; Twilight Zone
Gang Wars,,,Like Crappy Home Movie
Gangs of New York,Daniel Day Lewis; Leonardo DeCaprio; Cameron Diaz,Martin Scorcese,Gangsters - 19th Century
Gangster Squad,Ryan Gosling; Josh Brolin; Emma Stone; Nick Nolte; Sean Penn,,Gangsters Mickey Cohen/Cop Vigilantes
Gator,Burt Reynolds,,Action
Gauntlet,Clint Eastwood; Sondra Locke; Pat Hingle,Clint Eastwood,Action
Geisha Boy,Jerry Lewis,,Comedy
Get Shorty,John Travolta; Danny Devito,,Comedy; Mafia
Getaway (1972),Steve McQueen; Ali McGraw; Sally Struthers,,Bank Robbery - Drama
Getaway (1993),Alec Baldwin; Kim Basinger,,Bank Robbery
Getting Gotti,Lorraine Braccho,,Mafia don John Gotti
Ghost,Patrick Swayze; Demi Moore,,Drama; Romance - Afterlife
Ghostbusters,Bill Murray; Sigourney Weaver; Rick Moranis,,Comedy
Ghosts of Girlfriends Past,Matthew McConaughey; Jennifer Garner,,Romantic Comedy
GI Blues,Elvis Presley,,Musical; GI's in Germany
Gia,Angelina Jolie; Faye Dunaway,,True Story; depressed model dies of AIDS
Gingerbread Man,Robert Duvall; Robert Downey Jr.; Darryl Hannah,Robert Altman; John Grisham,Legal Drama; murder
Girl With the Dragon Tatoo,Daniel Craig; Rooney Mara; Christopher Plummer,,Mystery
Gladiator,Russell Crowe; Connie Nielson; Joaquin Phoenix; Oliver Reed,Ridley Scott,Drama; Roman Empire
GlenGarry GlenRoss,Al Pacino; Kevin Spacey; Jack Lemmon; Alec Baldwin; Alan Arkin; Ed Harris; Jonathan Pryce,David Mamet,Drama; Sales
Glory,Matthew Broderick,,Civil War
Go West,Marx Brothers; John Carroll; Diana Lewis,,Comedy
Godfather,Al Pacino; Marlon Brando; James Caan; Diane Keaton; Robert Duvall,Francis Ford Coppola,Drama; Mafia
Godfather II,Al Pacino; Robert De Niro; Diane Keaton; Talia Shire; Robert Duvall; James Caan,Francis Ford Coppola; Written by Mario Puzo,Mafia
Godfather III,Al Pacino; Sophia Coppola; Diane Keaton; Talia Shire; Andy Garcia; Bridget Fonda; Joe Montegna,Francis Ford Coppola; Written by Mario Puzo,Mafia
Gods Must Be Crazy,,,Comedy
Gods Must be Crazy II,,,Adventure; Africa
Godzilla,,,Japanese Monster
Goin' South,,,
Gold,Matthew Maconaughey; Craig T. Nelson,,Drama; Gold business and prospecting
Golden Child,Eddie Murphy,,Comedy
GoldenEye,Pierce Brosnan,Broccoli and Saltzman,James Bond
GoldFinger,Sean Connery,Broccoli & Saltzman,James Bond - Oddjob
Gone Baby Gone,Casey Affleck; Michelle Monaghan; Ed Harris; Morgan Freeman; Jill Quinn; Amy Madigan,Ben Affleck,Drama; Kidnapping/Drugs
Gone Girl,Ben Affleck; Tyler Perry; Neil Patrick Harris,,Murder Mystery
Gone in 60 Seconds,Nicholas Cage; Angelina Jolie; Robert Duvall,,Drama; Car thieves
Gone With The Wind,Cary Grant,,Romance - Civil War
Good Day to Die Hard,Bruce Willis,,Action; CIA
Good Doctor: Paul Fleiss Story,George Segal,,Heidi Fleiss the Madam
Good German,George Clooney; Tobey McGuire; Kate Blanchett; Beau Bridges,Steven Soderbergh,Drama; post WWII Germany
Good Guys and The Bad Guys,Robert Mitchum; George Kennedy; David Carridine; Martin Balsam; Tina Louise,,Western
Good Life,Russell Crowe; Albert Finney,Ridley Scott,Romantic Drama; English Winery
Good Morning- Vietnam,Robin Williams,,Drama; Radio Comedian
Good Night and Good Luck,Jeff Daniels; Robert Downey Jr.; George Clooney,,Drama; Senator McCarthy/Communism
Good Shepherd,Matt Damon; Angolina Joli; Robert De Niro; William Hurt; Alec Baldwin; Joe Pesci; Timothy Hutton,Robert De Niro; Frances Ford Coppola,Drama; CIA
Good Will Hunting,Matt Damon; Ben Affleck; Robin Williams; Minnie Driver,,Drama; disturbed math genius
Goodbye Columbus,Richard Benjamin,,Romance
Goodbye Girl,Richard Dreyfuss,,Comedy; Neil Simon
Goodbye Lover,Don Johnson; Mary Louise Parker; Patricia Arquette; Ellen DeGeneras,,Comedy; Drama - Surrealism - Murder
Goodfellas,Ray Liotta; Robert De Niro; Joe Pesci; Paul Scorvino; Vinnie Jones,Martin Scorcese,Drama; Gangsters
Gorillas in the Mist,Sigourney Weaver,,Drama; Animal Rights
Gorky Park,William Hurt,,Mystery; Russia
Gosford Park,Clive Owen,Robert Altman,Boring
Graduate,Dustin Hoffman; Anita Bryant,,Comedy; Mrs. Robinson
Gran Torino,Clint Eastwood; Marty Bufalini; Darlene Bucchare,Clint Eastwood; Kyle Eastwood,Drama; Korean War Vet vs. Inner City Gangs
Grand Budapest Hotel,Ed Norton; Ralph Fiennes; Bill Murray; Wilem Dafoe; Jeff Goldblum,,Comedy; Drama; Caricatures
Grand Canyon,Steve Martin,Lawrence Kasdan,Drama; Friendships
Grand Prix,James Garner; Yves St. Marie,John Frankenheimer,Romantic Drama; Auto Racing
Grand Theft Auto,Emilio Estevez; Demi Moore,,Drama; Bank robbers
Gravity,Sandra Bullock; George Clooney; Ed Harris,,Science Fiction
Gray Lady Down,,,Drama; Submarine
Grease,John Travolta; Olivia Newton-John,,Musical; 50s
Grease II,Michelle Pfeiffer,,Musical
Great Escape,Steve McQueen; James Garner; Charles Bronson,,Drama; WWII POW's
Great Lover,Bob Hope; Rhonda Fleming; Roland Young; Roland Culver; Jim Backus; Gary Gray,,Romantic Drama;  Murder card sharks on a ship
Great Waldo Pepper,Robert Redford,,Old time Aviation
Green Hornet,Seth Rogen; Jay Chou; Cameron Diaz,Evan Goldberg,The Masked Superheroes
Gremlins,,Steven Spielberg,Fantasy
Grey Wolf,Pierce Brosnan; Graham Greene,Richard Attenbourogh,True Story Wilderness Adventure
Grinch,Jim Carrey; Ron Howard,Ron Howard,Christmas Fantasy
Groove Tube,,,Comedy; TV
Gross Anatomy,Matthew Modine; Daphne Zuniga; Christine Lahti; ,Thom Eberhardt,Drama; medical school
Grosse Pointe Blank,Minnie Driver; John Cusack; Joan Cusack; Dan Aykroyd; Alan Arkin,,Comedy; Hit man
Grumpier Old Men,Walter Matthau; Jack Lemmon,,Comedy
Grumpy Old Men,Walter Matthau; Jack Lemmon,,Comedy
Guard,Don Cheadle,,Drama; Irish drug smugglers/police
Guess Who's Coming To Dinner,Sidney Poitier; Katherine Houghton; Katherine Hepburn; Spencer Tracy,,Comedy
Gumball Rally,,,Comedy; Cross Country Racing
Gumshoe,,,Detective
Gunfighter From Nachez,,,Western
Hair,,,Musical
Hang 'Em High,Clint Eastwood; Alan Hale,,Western
Hannah and Her Sisters,Woody Allen; Mia Farrow; Michael Caine,,Drama; Relationships
Hard Days Night,The Beatles,,Musical
Hard to Kill,Steven Seagal,,
Hardball,Keanu Reeves; Diane Lane,,Drama; Baseball
Hardly Working,Jerry Lewis,,Comedy
Hardway,Michael J. Fox; James Woods,,Actor living the life of a cop
Harley Davidson and the Marlboro Man,Don Johnson; MIckey Rourke; Vanessa Williams; Tom Sizemore,,Modern cowboys motorcycles mobsters
Harry & Walter Go to NY,Elliot Gould; Donald Sutherland,,Comedy
Harry Brown,Michael Caine; Liam Cunningham,,Bad neigborhoods and vigilante in England
Hart's War,Bruce Willis; Colin Farrell; Terrence Howard,,Drama; WWII - legal -racism - POWs
Harvey,James Stewart,,Comedy
Hatari,John Wayne,,African Adventure
Hatfields & McCoys:  Bad Blood,Christian Slater;  Cassandra Clementi,,Western; Biggest American family feud ever
Havana,Robert Redford; Lena Olin; Alan Arkin; Raul Julia,Sydney Pollack,Romantic Drama; Gamblers Cuban Revolution
Hawaii 5-0. Season 1- Disk 1,Jack Lord; James MacArthur; Richard Denning,Jack Lord,Crime Drama
Hawaii 5-0. Season 1- Disk 2,Jack Lord; James MacArthur; Richard Denning; Gavin MacLeod,Jack Lord,Crime Drama
Hawaii 5-0. Season 1- Disk 3,Jack Lord; James MacArthur; Richard Denning,Jack Lord,Crime Drama
Hawaii 5-0. Season 1- Disk 4,Jack Lord; James MacArthur; Richard Denning; Yaphet Kotto,Jack Lord,Crime Drama
Hawaii 5-0. Season 1- Disk 5,Jack Lord; James MacArthur; Richard Denning; Gavin MacLeod,Jack Lord,Crime Drama
Hawaii 5-0. Season 1- Disk 6,Jack Lord; James MacArthur,Jack Lord,Crime Drama
Hawaii 5-0. Season 1- Disk 7,Jack Lord; James MacArthur,Jack Lord,Crime Drama
Hawaii 5-0. Season 2- Disk 1,Jack Lord; James MacArthur,Jack Lord,Crime Drama
He Said She Said,Kevin Bacon; Elizabeth Perkins,,Romantic Comedy
Heat,Al Pacino; Robert De Niro; Val Kilmer,,Bank Robbery
Heaven Can Wait,Warren Beatty; Dyan Cannon; Charles Grodin; Buck Henry; Julie Christie,,Comedy; Afterlife
Hebrew Hammer,Adam Goldberg; Andy Dick,Jonathon Kesselman; Comedy Central,Comedy; Jewish Shaft Character
Hello Dolly,,,Musical
Helmstrom Chronicle,,,Documentary on Insects
Herbie Rides Again,,,Disney - Love Bug sequel
High Anxiety,Mel Brooks,Mel Brooks,Satire on Hitchcock Films
High Fidelity,John Cusack; Joan Cusack; Joelle Carter; Catherine Zeta Jones; Tim Robbins,,Romantic Drama
High Plains Drifter,Clint Eastwood,,Western
Hindenberg,,,Zeppelin Disaster
History of the World- Part I,Mel Brooks,,Comedy
History of Violence,Viggo Mortenson; Maria Bello; Ed Harris; William Hurt,,Drama; Good Family & Gangsters
Hitler: The last 10 Days,Alec Guiness,,Drama
Hobbit,Ian Holm; Christopher Lee,JRRR Tolkien,Fantasy
Hoffa,Jack Nicholson; Danny Devito,Danny Devito,Autobiography
Hollywood Ending,Woody Allen; George Hamilton; Tea Leoni; Mark Rydell; Debra Messing; Tiffani Amber Theisen,Woody Allen,Comedy; Failed Hollywood Director
HollywoodLand,Ed Asnor; Diane Lane;Ben Affleck,,Mystery; Superman:  Murder or Suicide
Holocaust,Meryl Streep; James Woods,,Drama
Holy Man,Eddie Murphy; Jeff Goldblum; Kelly Preston; Jon Cryer,,Comedy; The Shopping Network
Hombre,Paul Newman; Martin Balsam; Richard Boone,,Western
