Homework,Joan Collins,,Teenage sex and therapy.  Growing up
Homicide,Joseph Montegna,,Jewish Cops Jewish Vigilantes
Hondo,John Wayne; Geraldine Paige,,Western
Honor Among Thieves,Charles Bronson,,Safecrackers
Honor Thy Father,,,Gangster Drama
Hoodlum,Laurence Fishburne; Andy Garcia; Tim Roth; Vanessa Williams; William Atherton,,Mafia
Hook,Robin Williams; Dustin Hoffmann,,Peter Pan as an Adult Adventure
Hooper,Burt Reynolds,,Drama
Horse Soldiers,John Wayne; William Holden; Constance Towers,John Ford,Western
Horse Whisperer,Robert Redford; Kristin Scott Thomas; Chris Cooper; Sam Neill; Scarlett Johannsen; Dianne Wiest,Robert Redford,Romantic Drama; horses
Horsefeathers,Marx Brothers,Norman MacLeod,Comedy
Hot Rock,Robert Redford; George Segal; Zero Mostel,,Jewel Thieves
Hotel New Hampshire,Jodie Foster; Rob Lowe,,Drama; Sex
Hotel Rwanda,Don Cheadle; Nick Nolte; Joaquin Phoenix,,True Story; Rwanda Civil War
Houdini,,,Autobiography
House Bunny,Hugh Hefner; Beverly D'Angelo; Holly Madison; Anna Faris; Emma Stone,,Comedy; playboy mansion and college sorority house
House of Sand and Fog,Jennifer Connelly; Ben Kingsley,,Drama; house repossession
How the West Was Won,Robert Mitchum; Richard Widmark; Eli Wallach; Debbie Reynolds; Carolyn Jones; John Wayne; Harry Morgan; James Stewart; Henry Fonda; Spencer Tracy; Karl Malden; George Peppard; Gregory Peck; ,John Ford,Western
How to Stuff a Wild Bikini,Frankie Avalon; Annette Funicello; Buster Keaton; Jody McCrae;  Donna Flora; Harvey Lembeck; Mickey Rooney; Elizabeth Montgomery,William Asher,Musical Comedy
Howard The Duck,Lea Thompson; Ed Gale; Harold Robbins; Holly Robinson,George Lucas,Comedy; alien duck
Hudson Hawk,Bruce Willis; Danny Aiello; Andie McDowell; David Caruso,,Comedy; Jewel Thief/Da Vinci
Human Trafficing,Robert Carlyle; Miro Sorvino; Donald Sutherland,,Prostitution and Sex Salvery
Hunchback of Notre Dame,,,Drama
Hunt For Red October,Alex Baldwin,,Tom Clancy Novel - Submarines
Hurly Burly,Sean Penn; Kevin Spacey; Chazz Palmarietti; Garry Shandling; Robin Wright Penn; Meg Ryan; Anna Paquin,,Drama; Drugs & Depression & Sex
Hustle,Burt Reynolds,,Drama; Sex & Drugs & Suicide
Hustle and Flow,Terrance Howard; Isaac Hayes,,Drama; drugs and rap and prostitution
I Am Sam,Sean Penn; Michell Pfeiffer; Dakota Fanning; Richard Schiff; Brent Spiner,,Drama; Autisim/Child Custody
I Love Trouble,Nick Nolte; Julia Roberts,,Romantic Comedy
I Love You to Death,Kevin Kline; Jamie Lee Curtis,,Comedy
I Origins,Michael Pitt,,Science Fiction; Optical scientists and reincarnation
I Robot,Will Smith,,Science Fiction
Idaho Transfer,,,Science Fiction
If Looks Could Kill,Richard Greico,,Comedy; Spies
I'll Sleep When I'm Dead,Clive Owen; Malcolm McDowell,,Drama; Rape and Suicide
Illusionist,Ed Norton,,Romantic Drama; Vienna/Murder/Magic
Illustrated Man,,,Science Fiction; Ray Bradbury
Image of Bruce Lee,Bruce Lee,,Karate Action
Impulse,Theresa Russell; Jeff Fahey,,Drama; Police & Sex & Internal Affairs
Impulse,William Shatner,,Mad Slasher
In And Out,Kevin Kline; Tom Selleck,,Comedy
In Old California,John Wayne; Andrew Dakkar; Binnie Barnes;Ellen Sanford,,Western
In The Army Now,Pauly Shore; Andy Dick; Lynn Whitfield; Esai Morales,,Comedy
In The Line of Fire,Clint Eastwood; Rene Russo; John Malkovich,,Drama; Presidential Assasination
In The Navy,Bud Abbott; Lou Costello; Dick Powell; Claire Dodd; Shemp Howard; Andrew Sisters,,Comedy
Inception,Leonardo DiCaprio; Michael Caine; Tom Berenger; Ellen Page,Christopher Nolan,Science Fiction Action
Incredible Burt Wonderstone,Steve Carell; Jim Carrey; James Gandolfini; Alan Arkin,,Comedy; Las Vegas Magicians
In-Crowd,,,Drama; Rich partiers & psycho killer
Indecent Proposal,Demi Moore; Robert Redford; Woody Harrelson,,Drama; Sex Scandal
Independence Day,Will Smith; Bill Pullman,,Science Fiction; WW III
Indiana Jones & The Last Crusade,Harrison Ford,,International Adventure
Informers,Mickey Rourke; Billy Bob Thornton; Kim Basinger; Wynona Ryder; Amber Heard; Brad Renfro; Jon Foster,,Drama; Rich unhappy people in Hollywood
Inglorious Basterds,Brad Pitt; Buddy Joe Hooker; Bo Svenson; Mike Myers,Quentin Tarantino,WWII - Jewish soldiers vs. Nazis
In-Laws,Alan Arkin; Peter Falk,,Comedy
InnerSpace,Lily Tomlin,,Comedy
Innocents Abroad,,,Drama; Mark Twain
Inside Job,,,Documentary; Wall Street Crooks
Inside Man,Clive Owen; Jodie Foster; Denzel Washington; Willem Dafoe; Christopher Plummer,Spike Lee,Bank Robbery
Insider,Al Pacino; Russel Crowe; Rip Torn,Michael Mann,Drama; Corporate Tobacco Crooks
Insomnia,Al Pacino; Robin Williams; Hillary Swank,,Mystery; Alaska
Internal Affairs,Andy Garcia; Richard Gere,,Drama; Police
International,Clive Owen; Naomi Watts,,Spy Thriller
Interpreter,Sean Penn; Nicole Kidman,Sydney Pollack,Political Thriller
Interstellar,Matthew Maconaughey; John Lithgow; Anne Hathaway; Michael Caine; Ellen Burstyn,Christopher Nolan,Science Fiction; dust storms wiping out food supply
Into The Night,Jeff Goldblum; Michelle Pfeiffer; John Landis; Dan Aykroyd,John Landis,Action; Jewel Thieves
Into the Wild,William Hurt; Hal Holbrook; Vince Vaughn; Emile Hirsch,Sean Penn,Drama; homeless in Alaska
Intolerable Cruelty,George Clooney; Catherine Zeta Jones; Geoffrey Rush,,Romantic Drama
Invasion of the Body Snatchers,Elliot Gould; Jeff Goldblum,,Science Fiction
Invention of Lying,Jennifer Garner; Rob Lowe; Christopher Guest,,Comedy; Society where nobody lies
Invisible Man,Season 1 - Disc 1,,Science Fiction; HG Wells
Invisible Man,Season 1 - Disc 2,,Science Fiction
IQ,Meg Ryan,,Comedy
Island of Dr. Moreau,Marlon Brando; Val Kilmer,John Frankenheimer,Science Fiction; Breeding Man with Animals
Islands in the Stream,George C. Scott,,Adventure
Italian Job,Mark Wahlberg; Cherize Theron; Ed Norton; Seth Green; Donald Sutherland,,Gold Thieves
Its a mad-mad-mad-mad world,,,Comedy
It's a Wonderful Life,Jimmy Stewart,,Angels - Business
I Wanna Hold Your Hand,Nancy Allen,,Musical; Comedy.  Beatles hit NYC
J Edgar,Leonardo DeCaprio; Judi Dench Naomi Watts; Lea Thomson; Kyle Eastwood,Clint Eastwood,Drama; Hoover and the FBI
Jack Reaper,Tom Cruise; Robert Duvall,,Drama; Vigilante/Mystery
Jack Ryan: Shadow Recruit,Chris Pine; Keira Knightly; Kevin Costner,,Action; Espionage
Jackel,Bruce Willis,,Professional Killer
Jackie,Natalie Portman,,Drama; Jackie Onassis story about assasination
Jackie Brown,Samuel Jackson; Robert De Niro; Bridget Fonda; Pamela Grier,Quentin Tarantino,Gangsters - Pulp Fiction Style
Jamaica Inn,,Alfred Hitchcock,Mystery
Jason Bourne,Matt Damon; Tommy Lee Jones,,Action; CIA
Jaws,Roy Schneider; Robert Shaw; Richard Dreyfuss,Steven Spielberg,Drama; Sharks
Jaws II,Roy Schneider,,Drama; Sharks
Jay and Silent Bob Strike Back,Keith Smith; Shannon Elizabeth; Judd Nelson; Chris Rock,Keith Smith,Comedy
Jeremiah Johnson,Robert Redford,,Western
Jerk,Steve Martin; Bernadette Peters,,Comedy
Jerry McGuire,Tom Cruise; Cuba Gooding; Jr.; Jay Mohr; Renee Zellweger,,Romance - Sports Agent
Jersey Boys,Christopher Walken,Clint Eastwood,Four Seasons rise to fame
Jetsons,,,Animation
Jewel of the Nile,,,South American Adventure
JFK,Kevin Costner; Jack Lemmon,Oliver Stone,Drama; Assasination
Jimmy's Hall,,,Drama. Irish revolution
Joe Kidd,Clint Eastwood,,Western
Johnny Dangerously,Michael Keaton,,Comedy; Mafia
Johnny English,Rowan Atkinson,,Secret Agent Comedy
Johnny Mnemonic,Keeanu Reeves,,Comic Book Science Fiction
Johnson County War,Luke Perry; Tom Berenger; Burt Reynolds; Michelle Forbes; Rachel Ward,,Western
Journey to the Far Side of the Sun,,,Science Fiction
Judgment Night,Emilio Estevez,,Drama; Gangsters
Jumanji,Robin Williams,,Adventure
Jungle Book,,,Adventure; 1942
Jungle Book,,,Disney Animation
Jungle Book 2,John Goodman; Haley Joel Osmant; Phil Collins,,Disney Animation
Jupiter Ascending,Channing Tatum,,Science Fiction
Jurassic Park,Jeff Goldblum,Steven Spielberg,Science Fiction; Dinosaurs
Juror,Demi Moore; Alec Baldwin,,Mafia
Just Cause,Blair Underwood; Sean Connery,,Mystery
Just the Way You Are,Kristie McNicholls; Michael Ontkean,,Romance - skiing
JW Coop,,,Drama; Rodeos
JW Coop,Cliff Robertson,,Drama; Rodeos
Kettle of Fish,Matthew Modine; Gina Gershon; Michael Mailer,,Romantic Comedy
Kicking and Screaming,Eric Stoltz; John Lehr; Elliot Gould; Chris Eigeman; Josh Hamilton; Olivia D'abo; Parker Posey; Cara Bueno,,Romantic Drama; College Grads
Kill Bill 1,Uma Thurman; Lucy Liu; Darryl Hannah; David Carradine,Quentin Tarantino,Action; Death Squad
Kill Bill Volume Two,Uma Thurman; Michael Madsen; Darryl Hannah,Quentin Tarantino,Drama; killers
Killer Elite,Jason Statham; Robert De Niro; Clive Owen,,Drama; International spies/assasins
Killer Joe,Matthew McConaughey; Emile Hirsch,,Drama; domestic violence/murder
Killing Fields,Sam Watterston; Craig T. Nelson; John Malkovich,,Drama; Vietnam War
Killing of a Chinese Bookie,,,Gangsters
King Kong,,,Monster
King of New York,Christopher Walkin; Lawrence Fishburne; David Caruso; Wesley Snipes,,Drama; drug dealers and gangs
Kingdom,Jamie Foxx; Chris Cooper; Jason Bateman; Jennifer Garner,,FBI/Terrorists in Saudi Arabia
Kingdom of Heaven,Orlando Bloom; Liam Nielson,Ridley Scott,Middle Ages War
Kiss Kiss Bang Bang,Robert Downey; Jr.; Val Kilmer; Michelle Moghnahan; Corbin Bernson; Laurence Fishburn,Shane Black,Mystery Comedy -- Show Biz
Kissing a Dream,,,Soft Porn Drama
Klute,Jane Fonda; Donald Sutherland; Roy Scheider; Jane Stapleton,,Drama; Runaway & Call Girls & Murder
Knight and Day,Tom Cruise; Cameron Diaz,,Expionage Action - comedy
KPax,Kevin Spacey; Jeff Bridges,,Science Fiction
Kramer Vs. Kramer,Dustin Hoffman; Meryl Streep; Jo Beth Williams,,Drama; Divorce & Court Room
LA Confidential,Kim Basinger; Kevin Spacey; Russell Crowe; Danny Devito,,Mystery
LA story,Steve Martin,Lawrence Kasdan,Drama; Friendships
Ladies Man,Jerry Lewis,Jerry Lewis,Comedy; worker in Ladies' home
Lansky,Richard Dreyfuss; Beverly D'Angelo,,Drama; Meyer Lansky
Last American Hero,Jeff Bridges,,Auto Racing
Last Days of Pompeii,,,Silent movie - 1913
Last Detail,Jack Nicholson; Randy Quaid,,Escorting/Entertaining a prisoner
Last Don,Penelope Ann Miller; Daryl Hannah; Kirstie Alley; Danny Aiello; Jason Gedrick; Joe Montegna,Graeme Clifford; Mario Puzo,Mafia Drama
Last Goodbye,Robert Mitchum,,Mystery; Raymond Chandler's Sam Spade
Last Man Standing,Bruce Willis; Christopher Walken; Bruce Dern,,Gangster Botlegging Drama
Last of Sheila,Richard Benjamin,,Mystery; Rich people
Last of the Mohicans,,,Western
Last Picture Show,Timothy Bottoms; Jeff Bridges; Sam Bottoms; Ben Johnson; Cloris Leachman; Ellen Burstyn; Eileen Brennan; Cybil Shephard; Randy Quaid,Peter Bogdonavich,Drama; reality of small Texas town
Last Samurai,Tom Cruise; William Atherton,,Japanese War Movie
Last Tycoon,Robert De Niro; Robert Mitchum; Jack Nicholson; Theresa Russell,,Romantic Drama; Holleywood Producer
Last Unicorn,Mia Farrow; Alan Arkin,,Animation
Last Vegas,Morgan Freeman; Robert De Niro; Kevin Kline; Michael Douglas; Mary Steenburgen,,Comedy; retirees in Las Vegas
Last Waltz,,,
Lawless Breed,,,
Lawnmower Man,,Stephen King,Science Fiction; Steven King
Laws of Attraction,Pierce Brosnan; Julianne Moore; Michael Sheen,,Romantic Comedy
Lazerblast,,,Science Fiction
League of Their Own,Madonna; Rosie O'Donnell; John Lovutz; Geena Davis,,Woman's Baseball
Legally Blonde,Reese Witherspoon,,Comedy; Harvard Law School
Legend of Boggy Creek,,,Horror
Lethal Weapon 2,Mel Gibson; Danny Glover,,Cops - Action
Lethal Weapon 3,Mel Gibson; Danny Glover,,Cops - Action
Let's Do it Again,,,Comedy
Liar Liar,Jim Carey,,Comedy; Crooked Lawyer
Liberty Heights,Joe Montegna,Barry Levinson,Drama; Jewish life in the 50s
Licsence to Kill,Timothy Dalton; Bernicio Del Toro; Wayne Newton,Brocolli & Saltzman,James Bond
Life and Death of Peter Sellers,Geoffrey Rush; John Lithgow; Charlize Theron; Emily Watson,,Peter Sellers Life Story
Life and Times of Judge Roy Bean,,,Western
Life Force,,British,Science Fiction
Life Goes On,Vince Orlando; Jeanette Quesida; Stacey Szymanski; Cordell Gibbs; Allen Smith III; Alicia Hosey; Rebecca Shelby; Matt Smith; Obie Trice and ME,Brian Lawrence,Romantic Drama; Drugs
Limey,Terence Stamp; Lesley Ann Warren; Peter Fonda,Steven Soderbergh,Mystery
Lincoln,Daniel Day Lewis; Tommy Lee Jones,Steven Spielberg,True story;Abe Lincoln and 13th Amendment
Lion King,,,Disney - Animation
Lisa Bright and Dark,,,Schizophrenia
Little Big Man,Dustin Hoffman; Faye Dunaway; Martin Balsam,,Western
Little Fockers,Ben Stiller; Robert De Niro; Owen Wilson; Dustin Hoffman; Teri Polo; Jessica Alba; Blythe Danner; Barbara Streisand,,Romantic Comedy
Little Mermaid,,,Disney - Animation
Little Shop of Horrors,Steve Martin; Rick Moranis,,Comedy; Man Eating Plant
Live and Die in LA,Will Peterson; William DaFoe,, Counterfeiting
Live and Let Die,Roger Moore; Jane Seymour; Clifton James,Brocolli & Saltzman,James Bond
Live Free or Die Hard,Bruce Willis; Kevin Smith,,Action; Computer Hackers
Living Daylights,Timothy Dalton,Brocolli & Saltzman,James Bond
Loaded Weapon I,Kathy Ireland; Emilio Estevez,,Satire---Police movies
Lock- Stock and Two Smoking Barrels,Jason Statham; Vinnie Jones,Guy Ritchie,British Gangster Comedy
Logan's Run,Edward G. Robinson,,Science Fiction
Lone Star,Matthew McConaughy; Kris Kristofferson; Elizabeth Pena; Francis McDormand; Clifton James; Chris Cooper,,Texas Murder Mystery
Lone Survivor,Mark Wahlberg; Emile Hirsch,,War Drama; Afghanistan and Navy Seals
Lonesome Dove,Robert Duvall; Tommy Lee Jones; Robert Urich; Frederick Forrest; Ricky Schroeder; Danny Glover; Angelica Huston; Diane Lane,,Western
Longest Night,,,True Story; Kidnapping
Looking for Mr. Goodbar,Diane Keaton; Richard Gere,,One NIght Stands
Looney Tunes,Brendan Fraser; Jenna Elfman; Steve Martin; Heather Locklear; Bugs Bunny; Daffy Duck; Timothy Dalton,Joe Dante,Animation and Live Action
Looney Tunes Golden Collection,Vol 1.; Disk 1,,Animation
Lord of the Rings,Christopher Lee; Liv Tyler,,Fantasy Action
Lord of War,Nicholas Cage; Jared Leto; Jared Blake,,"True Story; ""Merchant of Death"" Arms Dealer"
Lords of Dogtown,Emile Hirsch; Rebecca DeMornay; Heath Ledger; Stacey Peralta; Jay Adams; Tony Alva,Catherine Hardwick,Professional Skateboarders
Lost in Space,William Hurt; Matt LeBlanc; June Lockhart,,Science Fiction
Love and Death,Woody Allen; Diane Keaton,,Comedy; Russia
Love and Mercy,John Cusack; Paul Giamatti; Elizabeth Banks,,Brian Wilson of Beach Boys Fame and Despair
Love At Large,,,
Love Boat,Season 1- Disk 1,,Romantic Comedy; Cruise
Love Boat,Season 1- Vol 2- Disk 1- Gavin MacLeod,Aaron Spelling,Romantic Comedy
Love Boat,Season 1- Vol. 2- Disk 2,,Romantic Comedy
Love Boat,Season 1- Volume 1- Disk 3,,Romantic Comedy
Love Boat,Season 1- Vol. 2- Disk 3,,Romantic Comedy
Love Boat,Season 1- Vol. 2- Disk 4,,Romantic Comedy
Love Boat,Season 2- Vol 1- Disk 1- Gavin MacLeod; Fred Grangy; Lauren Tewes; Ted Lange; Bernie Koppel,,Romantic Comedy
Love Boat,Season 2- Vol 1- Disk 2- Gavin MacLeod; Fred Grangy; Lauren Tewes; Ted Lange; Bernie Koppel; Vincent Price; Billy Crystal; Red Buttons,,Romantic Comedy
Love Boat,Season 2- Vol 1- Disk 3- Gavin MacLeod; Fred Grangy; Lauren Tewes; Ted Lange; Bernie Koppel; Jamie Lee Curtis; Soupy Sales; Joe Ann Worley; Loretta Swit; Peter Graves,,Romantic Comedy
Love Boat,Season 2- Vol 1- Disk 4- Gavin MacLeod; Fred Grangy; Lauren Tewes; Ted Lange; Bernie Koppel; Sid Caesar,,Romantic Comedy
Love Bug,Dean Jones; Michelle Lee; Dave Tomlinson; Buddy Hackett; Joe Flynn,,Disney
Love Happy,Marx Brothers; Marilyn Monroe; Raymond Burr,,Comedy
Loverboy,,,
Luck of The Draw,Frank Gorshin; Eric Roberts; Dennis Hopper,,Drama; Counterfeiting
MacGyver Season 1 Disc 1,Richard Dean Anderson; Dana Elkar,Henry Winkler; John Rich,American Spy Action
MacGyver Season 1- Disc 3,Richard Dean Anderson; Dana Elkar; Roberto Ramones,Henry Winkler; John Rich,Spy Thriller
"MacGyver- ""Season 1- Disc 2",Richard Dean Anderson; Dana Elkar,Henry Winkler; John Rich,American Spy Action
MacGyver Season 1- Disc 4,Richard Dean Anderson; Dana Elkar,Henry Winkler; John Rich,American Spy Action
MacGyver Season 1- Disc 5,Richard Dean Anderson,Henry Winkler; John Rich,American Spy Action
MacGyver Season 1- Disc 6,Richard Dean Anderson; Dana Elkar,Henry Winkler; John Rich,American Spy Action
MacGyver Season 2- Disc 1,Richard Dean Anderson; Dana Elkar; Tia Carriere; George Takei,Henry Winkler; John Rich,American Spy Action
MacGyver Season 2- Disc 2,Richard Dean Anderson; Dana Elkar,Henry Winkler; John Rich,American Spy Action
MacGyver Season 2- Disc 3,Richard Dean Anderson; Dana Elkar,Henry Winkler; John Rich,American Spy Action
Mad Adventures of Rabbi Jacob,Louis De Funes,Gerald Oury,French Comedy
Mad Love,Chris O'Donnell; Drew BarryMore,,Drama; Schizophrenic
Made,Jon Favreau; Vince Vaughn; David O'Hara; Peter Falk,Jon Favreau,Comedy; Mafia
Made in Heaven,Timothy Hutton,,Drama; Romance Reincarnation
Magnificent Seven,Yul Brynner; Steve McQueen; Gene Barry; Charles Bronson; James Coburn,,Western
Magnum Force,Clint Eastwood,,Dirty Harry
Majestic,Jim Carrey,,Drama; Another Life
Major League,Tom Berenger; Charlie Sheen; Corbin Bernsen; Wesley Snipes; Bob Ueuker,,Comedy; Major League Baseball
Making The Grade,Judd Nelson,,Comedy; College
Making Trouble,Gilda Radner; Madeline Kahn; Joan Rivers; Fanny Brice; Bill Murray; Martin Short,,Documentary; Jewish Female Comedians
Malone,Burt Reynolds,,Super Cop
Maltese Falcon,Humphrey Bogart,,Detective Mystery
Man Called Horse,Richard Harris,,Western
Man of the Year,Robin Williams; Laura Linney; Christopher Walken; Jeff Goldblum,Barry Levinson,Comedy; Comedian in politics
Man on a Swing,Cliff Robertson; Joel Grey,,Detective Mystery
Man on the Moon,Jim Carey; Danny Devito,Danny Devito,Drama; Comedian Andy Kauffmann
Man Who Fell to Earth,David Bowie,,Science Fiction
Man Who Knew Too Much,James Stewart; Doris Day,Alfred Hitchcock,Adventure -- London Morocco kidnapping
Man Who Loved Cat Dancing,Burt Reynolds,,Western
Man Who Shot Liberty Valance,James Stewart; John Wayne; Lee Marvin; Vera Miles; Denver Pyle; John Carradine,John Ford,Western
Man Who Would Be King,Sean Connery,,Adventure; Medieval times
Man With One Red Shoe,Tom Hanks; Lori Singer,,Comedy; Spies
Man With the Golden Gun,Roger Moore,Broccoli and Saltzman,James Bond
Man With Two Brains,Steve Martin,,Comedy
Manchurian Candidate,Denzel Washington; Meryl Streep; Jon Voight,,Drama; Mind Control
Manhattan Murder Mystery,Woody Allen; Diane Keaton; Angelica Huston; Alan Alda; Aida Turturra,Woody Allen,Mystery
Manhunter,Will Peterson,Michael Mann,Detective
Mannequin,Andrew McCarthy; Kim Cattrall; James Spader,,Romantic Comedy
Many Loves of Dobie Gillis - Season one- Disk one,Dwayne Hickman; Bob Denver; Tuesday Weld,,Romantic Comedy
Marathon Man,Dustin Hoffmann; Laurence Olivier,,Adventure
Married to the Mob,Alec Baldwin; Michelle Pfeiffer; Dean Stockwell; Matthew Modine,,Comedy; Mafia
Marrying Man,Alec Baldwin; Kim Basinger,,Comedy; Gangsters Romance
Mars Attacks,Michael J. Fox; Martin Short,Tim Curry,Comedy; Science Fiction
Mary Poppins,Julie Andrews; Dick Van Dyke,,Disney Musical
Mask,Jim Carey; Cameron Diaz,,Comedy
Masquerade,Rob Lowe,,Mystery
Master,Phillip Seymour Hoffmann; Joaquin Phoenix; Laura Dern; Amy Adams,,Drama; religious cult
Matador,Pierce Brosnan,,Comedy; Hit Man
Matrix,Keanu Reeves,,Science Fiction
Maverick,James Garner; Jodie Foster; Mel Gibson,,Western; based in TV series
Max Dugan Returns,,,Comedy; Neil Simon
McClintock,John Wayne; Maureen O'Hara; Jerry Lee Lewis,,Western Comedy
McHale's Navy,Tom Arnold; Ernest Borgnine,,Comedy
McQ,John Wayne; David Huddleston; Eddie Albert; Diana Muldaur,Juhn Sturges,Drama; Cops and drug dealers
Me- Myself- and Irene,Jim Carey; Renee Zellweger,,Comedy; Split Personality
Mean Season,,,Professional Thieves
Mean Streets,Robert De Niro,,Drama; Gangsters
Meatballs,Bill Murray,,Comedy; Summer camp
Mechanic,Charles Bronson; Jan Michael Vincent; Jill Ireland,,Professional Assasins
Medicine Man,Sean Connery,,Drama; Scientists in the Jungle
Meet Dave,Eddie Murphy; Elizabeth Banks,,Comedy; Science Fiction/1 inch tall people
Meet Joe Black,Brad Pitt; Anthony Hopkins,,Drama; death rep. from heaven
Meet the Parents,Robert De Niro; Ben Stiller; Blythe Danner,,Romantic Comedy
Meet The Fockers,Robert De Niro; Ben Stiller; Blythe Danner,,Romantic Comedy
Memoirs of a Geisha,,Steven Spielberg (Producer),Drama; Life as a Geisha
Men at Work,Charlie Sheen; Emilio Estevez,,Comedy; Garbage Men
Men in Black,Will Smith; Tommy Lee Jones,,Comedy; Science Fiction
Men in Black II,Tommy Lee Jones; Will Smith; Rip Torn,,Science Fiction Comedy
Men in Black- III,Tommy Lee Jones; Will Smith,,Science Fiction Comedy
Men of Honor,Robert De Niro; Cuba Gooding Jr.; Hal Holbrook; Cherlize Theron,,Drama; racsism - Navy
Mercury Rising,Alec Baldwin; Bruce Willis,,Drama; Govt Coverup
Message in a Bottle,Robin Wright Penn; Kevin Costner; Paul Newman,,Romantic Drama
Messenger of Death,,,
Metro,Eddie Murphy,,Police drama
Metropolitan,,,Drama; rich & intelligent & isolated young adults
Mexican,Brad Pitt; Julia Roberts; James Gandolfini,,Drama; Mafia and Mexico
Miami Vice- Season 1- Disc 1,Don Johnson; Philip Michael Thomas; Jimmy Smits,Michael Mann,Crime Drama
Miami Vice- Season 1- Disc 2,Don Johnson; Philip Michael Thomas,Michael Mann,Crime Drama
Miami Vice- Season 1- Disc 3,Don Johnson; Philip Michael Thomas; Burt Young; Bruce Willis,Michael Mann,Crime Drama
Miami Vice- Season 1- Disc 4,Don Johnson; Philip Michael Thomas; Michael Talbott; John Diehl; Olivia Brown,Michael Mann,Crime Drama
Miami Vice- Season 1- Disc 5,Don Johnson; Philip Michael Thomas; Michael Talbott; John Diehl; Olivia Brown; Sandra Santiago; John Turturro; Pam Grier,Michael Mann,Crime Drama
Miami Vice- Season 1- Disc 6,Don Johnson; Philip Michael Thomas; Michael Talbott; John Diehl; Olivia Brown; Sandra Santiago; Dennis Farina,Michael Mann,Crime Drama
Miami Vice- Season 2- Disc 1,Don Johnson; Philip Michael Thomas; Michael Talbott; John Diehl; Olivia Brown; Sandra Santiago; Penn Julienne; Pam Grier; Eartha Kitt; Little Richard; David Straithen,Michael Mann,Crime Drama
Miami Vice- Season 2- Disc 2,Don Johnson; Philip Michael Thomas; Michael Talbott; John Diehl; Olivia Brown; Sandra Santiago; Miles Davis,Michael Mann,Crime Drama
Miami Vice- Season 2- Disc 3,Don Johnson; Philip Michael Thomas; Michael Talbott; John Diehl; Olivia Brown;  Sandra Santiago; Phil Collins; Kyra Sedgwick,Michael Mann,Crime Drama
Miami Vice,Jamie Foxx; Colin Farrell,Michael Mann,Crime Drama
Mid Summer Night's Sex Comedy,Woody Allen; Mia Farrow,Woody Allen,Comedy
Midnight in the Garden of Good and Evil,John Cusack; Kevin Spacey; Alison Eastwood,Clint Eastwood,Mystery; trial voodoo
Millers Crossing,John Turturro; Albert Finney,Joel and Ethan Coen,30s Gangster Drama
Million Dollar Baby,Clint Eastwood; Morgan Freeman; Hilary Swank,Clint Eastwood,Drama; Boxing
Minority Report,Tom Cruise; Colin Farrell; Max Von Sydow,Steven Spielberg,Science Fiction
Miracle on 34th Street,,,
Mirror Cracked,,Agatha Christie,Mystery; Agatha Christie's Miss Marple
Mirror Images,,,Drama
Misery,James Caan,Stephen King,Drama; Fatal Attraction 
Miss Congeniality,Sandra Bullock; Candice Bergen; William Shatner; MIchael Caine,,Comedy; Beauty Pageant FBI
Miss Pettigrew Lives For a Day,Frances MacDormand; Amy Adams,,Romantic Drama
Missing,Sissy Spacek; Jack Lemmon,,Drama; Central America
Mission Impossible,Tom Cruise; Jon Voight,Tom Cruise,Drama; Spies
Mission Impossible II,Tom Cruise; Anthony Hopkins,John Woo,Drama; Spies
Mission to Mars,Tim Robbins; Kim Delaney; Gary Sinise,,Science Fiction
Missouri Breaks,,,Western
Mixed Nuts,,Nora Ephron,Romantic Comedy
Mobsters,Christian Slater; Richard Greko,,Mafia
Momma Mia,Amanda Zeyfried; Meryl Streep; Pierce Brosnon; Colin Firth,,Musical; Romantic Comedy ABBA
Moneyball,Brad Pitt; Philip Seymour Hoffman,,Baseball - true story of 2001 Oakland A's
Monkey Business,Marx Brothers,Norman MacLeod,Comedy
Monogamy,Chris Messina,,Romantic Drama
Monster ,Charlize Theron; Christine Ricci,,Drama; Prostitute/Lesbian/Serial Killer
Monsters- Inc.,John Goodman; Billy Crystal; Jennifer Tilly; James Coburn,,Disney Animation
Monster's University,John Goodman; Billy Crystal,,Animation; monsters in training
Moonlight Kingdom,Bruce Willis; Ed Norton; Bill Murray; Frances MacDormand,,Romantic Comedy; 12 yr old elopers
Moonlighting - Season 1 & 2:  Disc 1. , Bruce Willis; Cybil Shepherd; Alyce Beasley,,Romantic Comedy; Detective Agency
Moonlighting - Season 1& 2; disk 2.  ,Bruce Willis; Cybil Sheppard,,
Moonraker,Roger Moore; Richard Kiel,Broccoli & Saltzman,James Bond
Moonstruck,,,Drama; Italy
More American Graffiti,Charles Nelson Reilly,Ron Howard,
Mortal Thoughts,Demi Moore; Bruce Willis; Harvey Keitel,,Detective
Moscow on the Hudson,Robin Williams,,Romantic Comedy
Mother- Jugs- and Speed,Bill Cosby; Raquel Welch,,Comedy; Ambulances
Mr. and Mrs. Smith,Brad Pitt; Angelina Jolie; Vince Vaughn,,Comedy; hit men
Mr. Baseball,Tom Sellick,,Baseball
Mr. Brooks,Kevin Costner; William Hurt; Demi Moore; Dane Cook,,Psycho Drama; serial Killer
Mr. Majestyk,Charles Bronson,Richard Fleischer; Leonard Elmore,Mafia - Farm Workers
